	er-cv	name	ssn	weight	relationship	alt	trombocyty	hematokrit	indicator	ast	alp	leukocyty	erytrocyty	etytr	hemoglobin	hbver	smoker
1507	55.83998	Cathy Hall	398-57-9102	120.50033	single	2.21900	5.62120	6.05513	1.00000	29.38666	92.97189	6.95677	4.91817	8.20203	5.99399	6.86691	no
1508	69.50164	Jason Bryant	665-83-3294	13.30083	divoced	2.54584	6.94153	6.78034	1.00000	60.94069	86.80711	4.12858	6.48949	7.78650	6.63811	6.40187	no
1509	51.04646	Tim Kelley	719-19-4141	77.02451	widowed	2.67897	5.65124	8.26908	0.00000	50.59161	86.85314	6.25298	6.74949	5.81658	6.06128	6.73220	no
1510	30.19457	Mark Martin	232-01-1629	78.36547	widowed	1.43979	8.49554	5.28953	1.00000	26.44901	88.29745	3.77736	3.51856	5.26006	6.87903	6.99065	Y
1511	38.06027	Kathleen Mann	089-70-5375	77.60709	single	3.00033	4.31064	6.32704	0.00000	63.39171	86.11967	7.06631	7.09881	5.86152	5.89206	6.70005	no
1512	50.75520	Kelly Boyd	686-26-1608	93.51579	married	1.49993	6.46309	7.50899	0.00000	39.99378	75.53245	5.68631	3.14035	6.04538	7.15991	6.55374	yes
1513	67.10478	Benjamin Ballard	012-72-1249	18.55041	married	3.20898	5.70593	5.98345	1.00000	47.16968	44.92584	3.26998	7.45520	8.58401	7.92633	7.26082	no
1514	50.48689	Lisa Mayer	402-16-5515	123.86642	married	2.72676	6.28204	6.80774	0.00000	42.40461	50.65807	5.96292	5.93108	8.93961	7.82222	6.29313	no
1515	58.66991	Bryan Mullen	785-42-5131	71.64822	nop	2.03815	5.18970	6.46469	1.00000	37.37926	45.76541	7.60972	3.63540	9.73109	4.69006	5.53500	yes
1516	20.15514	Jessica Price	238-80-5938	53.11212	widowed	2.02849	5.74173	5.82692	1.00000	53.17469	90.71946	10.94045	2.21143	7.32251	6.34144	6.33306	yes
1517	80.63183	Kirk Powell	620-91-2485	97.46773	separated	2.33039	5.72303	7.93365	0.00000	29.43153	90.14747	5.21103	4.09833	7.59278	6.23509	5.92231	Y
1518	68.39076	Charles Castillo	060-47-5558	109.82315	widowed	2.05916	5.69750	7.45495	1.00000	53.99581	91.86193	4.31701	6.47540	7.86822	6.34989	5.87141	Y
1519	48.57847	Brandon Murillo	423-76-8003	58.81809	divoced	2.40493	5.98349	5.80954	0.00000	47.54898	73.38415	6.37595	6.29496	7.66156	6.97534	7.32426	no
1520	59.40249	Ashley Thomas	702-16-1761	63.50988	single	1.97477	6.59284	6.92315	1.00000	36.63629	37.93856	4.79219	4.89309	7.12200	4.54846	7.47511	no
1521	35.45778	Don Powell	367-72-7849	65.42997	single	1.88096	6.99284	5.35510	0.00000	17.90529	90.93929	6.23885	5.57827	6.19041	6.13069	6.33131	yes
1522	39.08001	Brent Nunez	876-19-1303	69.29410	nop	1.29539	6.49173	7.04275	0.00000	50.43728	71.65853	5.92552	4.16094	6.43090	7.32341	6.38716	no
1523	69.21157	Angela Barnes	091-61-4620	63.95122	divoced	1.37422	6.74025	6.50448	0.00000	32.62855	40.95012	3.78037	3.37065	8.34922	4.64015	7.16108	no
1524	29.15946	Christian Carter	439-49-7141	34.65530	single	2.32593	6.43126	6.14965	1.00000	45.40824	82.62132	9.88203	2.57030	7.61069	5.79333	6.61956	yes
1525	65.14196	Kristi Jones	717-11-3906	71.82221	married	1.98843	6.47533	7.25344	0.00000	74.75109	43.55421	5.94068	6.30720	9.09936	8.13169	6.05918	no
1526	72.55544	Heather Campbell	328-64-2316	60.39652	divoced	2.50524	7.02011	6.63950	0.00000	49.62107		5.86543	5.56301	7.78898	6.87321	6.36744	no
1527	64.86963	Maria Greer	184-45-5454	30.75857	separated	2.47621	5.82849	4.59499	1.00000	41.70154	83.85891	9.12772	4.34008	6.26999	6.55621	6.68472	N
1528	35.57983	Brenda Baker	170-90-6241	77.72580	single	2.18879	6.48568	8.02454	1.00000	32.33619	57.00535	5.60051	6.44535	7.56366	5.08270	6.26293	no
1529	44.75852	Benjamin Williams	762-66-2532	66.29238	divoced	12.40140	5.66875	7.16853	1.00000	35.93095	21.50438	3.07236	9.35921	8.89917	10.31522	6.35586	no
1530	46.84437	Michael Wise	301-30-4459	64.71742	married	5.26078	5.49203	4.99895	1.00000	33.46205	40.49654	5.83424	8.36165	7.37315	8.02335	6.23967	no
1531	30.31039	Sheila Lawson	295-66-0248	9.85355	widowed	4.53966	7.02332	6.03619	1.00000	47.30084	28.88212	4.29514	8.05418	7.91380	8.43264	6.18121	Y
1532	75.25157	Jennifer Flores	469-19-7645	68.19938	widowed	2.39286	6.60597	5.45192	0.00000	63.87105	22.37198	5.40981	6.89509	7.52822	4.06699	4.93740	Y
1533	65.17565	Joshua Price	673-83-3653	58.78709	nop	3.29347	6.80018	6.28716	1.00000	37.82622	70.76460	3.99938	6.67052	7.84288	6.96728	7.21406	no
1534	85.31503	Adam Walker	340-87-9766	133.38347	separated	2.30213	6.82817	5.62296	0.00000	30.60788	68.55684	2.99827	2.79816	5.55061	7.44238	6.31985	no
1535	56.48572	Kyle Brown	048-78-0904	55.57100	married	4.54570	5.74439	5.30572	1.00000	61.02648	64.25496	6.40172	7.82970	6.86750	7.43831	6.98269	yes
1536	41.46746	Walter Wright	397-53-8544	115.75822	single	1.87692	5.52273	8.43359	1.00000	63.73698	66.59957	5.50839	6.21558	7.63066	5.04479	8.37051	no
1537	30.40862	Cheryl Harris	054-61-5382	68.34529	married	3.32538	6.26054	5.15454	1.00000	32.56415	12.19874	4.72146	6.94008	8.15707	3.57035	5.29688	no
1538	45.00179	Stacy Davidson	556-95-4220	33.88710	divoced	2.61764	7.77587	5.05282	1.00000	39.00019	49.30523	4.96564	6.33443	5.90075	7.82552	6.22222	no
1539	38.59655	Elizabeth Kirby	271-08-7884	121.23951	divoced	3.23375	7.56676	8.49323	1.00000	37.87319	61.38504	5.26527	5.66385	7.26911	5.04363	7.90857	Y
1540	54.33434	Christine Holmes	212-45-4729	29.41798	married	1.96096	5.65619	5.06674	0.00000	48.10712	41.15513	5.06537	5.51469	7.55828	4.48291	6.37303	Y
1541	43.99898	Janet Hines DDS	731-09-7178	73.45049	divoced	1.22254	6.84239	5.47020	1.00000	59.28546	84.49818	4.53418	5.48002	6.81053	5.89277	5.39391	no
1542	65.56074	Sarah Lee	361-81-9140	89.53809	married	2.01977	5.39800	5.44602	0.00000	38.46963	51.22570	4.41042	4.97048	8.09386	4.76431	6.24068	yes
1543	72.94238	Nancy Hernandez	762-27-7440	86.81146	married	10.85952	5.23995	5.18457	1.00000	40.90035	18.97637	2.59617	9.13545	9.40979	9.89501	5.31258	N
1544	43.04461	Mr. Allen Abbott	019-29-1708	78.47246	widowed	1.69949	3.61580	3.98583	1.00000	51.99793	86.62635	7.96751	4.90770	7.34653	5.95572	7.98374	no
1545	29.66923	Benjamin Mckee	092-22-7994	77.87856	divoced	2.42220	5.94995	7.20671	1.00000	55.68654	79.67561	5.32388	6.05740	6.27011	6.72820	6.04379	no
1546	49.18786	Jennifer Jackson	160-58-6432	147.43898	married	1.84443	8.48555	6.68103	1.00000	42.18955	54.39367	7.97349	4.24691	8.79074	4.92738	6.45204	no
1547	43.43547	Heidi Phillips	879-79-3197	91.14262	married	2.11194	4.87833	6.79772	0.00000	38.58651	68.23342	3.06416	3.55784	5.26117	7.47005	7.73301	Y
1548	60.09915	Vincent Paul	539-08-5441	85.18464	divoced	2.04575	5.99954	6.47760	0.00000	62.81461	66.33918	5.91943	6.21692	8.16356	7.31249	5.27474	no
1549	54.35281	Sean Singh	616-14-0041	136.93980	divoced	2.20189	6.48057	6.34172	1.00000	49.35345	85.27239	8.53395	3.57600	8.29627	6.02405	5.21842	Y
1550	62.71462	Jasmin Valdez	039-90-0022	5.29110	single	2.21483	7.26413	5.89962	1.00000	44.61501	57.39587	4.27267	5.60017	8.03407	4.88737	5.93767	no
1551	54.14503	Michelle Greene	122-65-2010	44.87599	single	1.44124	5.59586	6.87656	1.00000	37.83795	30.11000	8.31676	3.99807	7.52156	4.20156	6.15659	Y
1552	44.78352	Brenda Perez	465-86-7245	89.10088	single	2.52282	4.99736	7.37349	1.00000	47.62479	79.50076	4.38462	7.02887	8.00249	6.92806	7.47883	Y
1553	56.71402	Curtis Wheeler	506-30-8808	66.13433	single	1.69328	6.46077	5.35628	1.00000	52.75549	4.04017	7.83463	3.61172	9.24490	2.85540	7.15419	no
1554	49.06632	Kathryn Holder	011-88-6952	49.50174	separated	1.53901	5.68928	7.87153	0.00000	40.24311	71.62230	4.17355	3.47262	7.98371	5.34255	4.51576	N
1555	80.08202	Charles Lyons	578-81-5685	74.63296	widowed	8.01238	7.52572	5.72460	1.00000	36.74007	25.62005	5.85239	8.73162	7.31049	8.66371	6.74872	Y
1556	38.53767	Mr. Randy Ruiz DDS	095-60-7691	38.98177	nop	2.03327	6.73750	7.58104	0.00000	34.42019	8.55855	2.15027	3.22457	10.61494	3.53410	5.12980	no
1557	49.36007	Devin Flores	063-66-8811	94.20505	single	1.21897	5.42590	7.47091	0.00000	26.93533	39.31825	4.14590	4.04383	7.74739	4.51463	6.28921	N
1558	55.39588	Michelle Turner	747-24-3188	57.06394	divoced	5.56080	6.81592	5.99094	1.00000	42.05734	16.64827	3.08881	8.44547	8.55918	9.55920	6.86583	N
1559	52.76967	Michael Lee	234-47-5624	61.53308	single	1.57708	7.22098	6.42246	0.00000	32.96374	44.85671	3.69118	3.95094	7.00341	8.01685	6.38580	no
1560	79.70629	Jason Hopkins	522-77-0800	88.60287	married	2.50012	7.55081	5.03684	0.00000	51.76714	50.25110	7.42687	6.50169	5.25541	4.60091	7.82720	yes
1561	14.30795	Theodore Ramsey	540-26-7794	64.39866	divoced	2.07114	7.03181	7.68345	1.00000	51.46617	30.13135	7.99327	4.37072	8.10188	3.97022	6.67274	Y
1562	59.90853	Cheryl Nichols	522-45-8838	126.40035	separated	1.80002	5.76589	4.07207	1.00000	58.10335	13.94748	7.21253	3.95629	9.29755	2.76369	5.95351	no
1563	39.91963	Nancy Burton	633-98-8748	118.32359	divoced	2.15918	8.44855	6.77537	0.00000	22.62493	20.08446	3.70859	4.55919	8.76269	3.85854	5.33147	N
1564	76.08434	Melissa Berry	378-09-2265	65.61542	widowed	7.86388	4.29338	6.56028	1.00000	45.26784	30.35551	6.66746	8.83830	7.07848	8.24333	7.35858	Y
1565	46.65082	Joseph Rice	131-37-9225	125.34159	widowed	3.07925	7.38663	6.61843	1.00000	37.53008	66.10602	7.22536	7.59991	6.06632	7.24609	7.61060	no
1566	74.01926	Angela Kane	897-94-8038	69.66317	nop	2.28154	6.89813	6.28115	1.00000	21.72089	22.79429	6.74179	5.22174	7.73775	3.80939	5.67962	yes
1567	54.77490	Sean Phillips	825-17-1007	44.44129	married	1.36552	6.42182	5.74791	1.00000	43.27999	52.09097	6.60022		7.06808	4.67420	4.00767	Y
1568	33.96606	David Mcdonald	009-21-7343	101.58287	divoced	2.41872	8.33580	6.41502	0.00000	33.91700	83.93419	6.40871	6.40602	6.48621	5.76904	5.64939	yes
1569	38.74589	Joseph Barajas	479-20-8631	99.00957	divoced	1.78742	4.99496	5.81107	1.00000	40.50085	18.20756	6.57025	5.82481	7.57449	3.99326	5.97284	N
1570	54.54144	Jill Gutierrez	681-02-8249	52.75748	single	2.01071	6.20132	5.55713	0.00000	34.27821	16.06455	3.67189	4.81010	8.72116	3.42671	6.01459	no
1571	38.82174	Brittany Aguilar	534-35-8756	49.08954	divoced	0.89391	5.40179	7.48766	1.00000	73.91434	39.44414	6.68762	5.23517	7.96010	4.23542	6.20387	no
1572	47.88846	Jeffrey Castro	624-34-5394	46.40037	married	3.48043	6.37571	6.65929	0.00000	20.59267	31.55548	5.59633	6.96739	7.41234	4.17005	5.43757	yes
1573	55.48655	Mallory Stewart	815-03-5670	15.29420	nop	6.40350	7.55363	5.39940	1.00000	32.09683	23.69515	5.63879	8.46539	7.25361	8.51810	4.95847	no
1574	61.11856	Deborah Cannon	784-95-5744	30.39308	married	4.40141	6.04939	6.28204	1.00000	45.83015	60.10675	4.93971	7.78779	8.01173	7.35042	6.60525	no
1575	82.77400	Kimberly Williams	711-77-5305	44.81936	nop	1.78764	6.37949	4.69428	0.00000	58.43850	82.96807	3.87380	3.38719	5.74313	6.92634	5.19068	no
1576	73.29549	Elijah Scott	851-97-1499	47.42678	married	2.70574	5.93523	4.90398	0.00000	41.52724	74.15924	6.83290	6.51170	5.63992	5.42851	6.18603	no
1577	56.45582	Joshua Stephens	558-81-9480	76.87198	separated	0.91822	6.01165	6.80378	1.00000	35.49765	58.31505	8.52093	2.34895	9.95082	1.34944	5.46497	no
1578	55.72578	Cameron White	415-90-4337	22.89264	single	2.03043	6.02165	6.64551	1.00000	60.91303	43.03027	7.66885	5.07244	7.73673	4.59940	6.30941	no
1579	78.09632	Monique Pierce	191-82-7164	91.39080	divoced	4.69935	5.26528	5.43117	1.00000	29.40142	25.48028	4.56212	7.73525	7.37720	8.45762	6.63536	no
1580	28.11897	Yvonne Tran	583-32-1143	56.57463	divoced	2.75371	6.63390	6.53675	1.00000	55.51562	78.89452	8.25415	4.95139	6.62276	6.88027	6.44117	no
1581	46.46105	Phillip Allen	067-24-9494	96.44319	divoced	1.97929	5.98600	6.70941	0.00000	62.79301	89.26064	4.66341	4.49817	5.78899	6.81412	6.84718	no
1582	94.10394	Colleen Sharp	265-77-5542	112.68895	widowed	1.72355	4.86966	6.38214	0.00000	43.18493	14.67721	4.16572	5.21975	8.91227	9.16439	7.49338	no
1583	48.44667	Brenda Washington	401-38-7972	88.37195	single	1.71138	7.14076	7.87708	1.00000	29.12576	83.50087	7.30921	5.66317	6.83701	6.05243	6.56792	N
1584	94.68745	Yvette Brown	212-26-2474	20.35169	divoced	3.53030	5.73260	8.16908	1.00000	24.49395	40.14026	5.60392	7.73489	6.71202	8.24055	4.57156	Y
1585	43.66423	Amanda Hubbard	662-37-3222	80.65543	married	2.53285	7.34158	6.56069	1.00000	50.77708	71.36798	4.77210	6.00696	7.88000	5.24866	5.54284	yes
1586		Brandon Booth	096-67-3106	78.92822	single	2.06589	7.09814	6.14913	1.00000	49.61852	83.58974	4.26734	5.64634	6.73317	6.59937	6.41282	Y
1587	56.97676	Barbara Terrell	531-57-4311	94.68026	married	2.13985	5.43544	5.84261	1.00000	53.27882	70.67799	8.40244	4.56885	7.16157	5.29268	6.78671	no
1588	47.23137	Michael Townsend	425-95-9450	75.66337	single	2.03685	7.72401	7.59970	1.00000	42.04550	62.04799	7.73574	5.30676	7.02361	5.01710	4.96583	no
1589	58.84452	Joseph Robbins	845-95-0400	75.26730	widowed	1.72326	4.60600	5.52027	1.00000	41.33231	45.61329	5.83420	6.08498	7.37801	4.49699	6.32677	no
1590	33.50795	David Gallegos	014-26-2855	94.79914	nop	1.25105	8.55503	7.55381	0.00000	57.65160	64.69413	5.69991	5.22216	8.09353	7.34865	4.97382	yes
1591	71.76137	Michael Conley	748-55-1816	42.93864	married	1.95234	6.16427	6.08726	1.00000	33.32473	6.27477	6.10441	5.19485	8.25192	3.05467	6.63568	yes
1592	71.49199	Devin Cowan III	327-23-6476	67.12048	single	2.18657	5.40665	6.12626	1.00000	48.46632	78.16015	5.05767	6.56655	7.84677	5.46821	5.85651	no
1593	45.31536	Jo Clark	113-47-8334	88.06684	single	2.15904	6.51952	7.56056	0.00000	49.26780	43.74283	3.88448	4.54454	7.44080	8.19635	6.19081	no
1594	46.13936	Gregory Rivera	733-95-2272	38.44275	divoced	2.99121	4.71268	3.88617	0.00000	58.38454	92.60389	4.08428	2.04633	7.43685	6.37176	6.40474	yes
1595	31.19976	Christian Cooper	649-15-5950	13.52980	single	1.73319	6.73413	5.87106	1.00000	39.78160	87.78001	7.82892	5.54709	6.85929	6.23892	7.83237	yes
1596	47.76288	Laurie Dickson	334-94-3733	54.09068	married	1.85804	5.88824	4.91529	1.00000	33.09322	65.05713	9.07435	2.36937	8.58382	5.15357	5.87860	yes
1597	60.75625	Andrew Jackson	175-58-4518	71.28056	single	2.15652	6.25606	5.96832	0.00000	57.35018	81.63978	5.36419	3.89815	6.43980	6.05673	4.73443	no
1598	67.01099	Michael Wilson	512-56-8327	42.55118	divoced	6.03350	5.29118	5.76324	1.00000	39.72817	9.42733	4.80384	8.36849	7.46541	8.96913	6.23346	Y
1599	53.26587	David Thornton	006-92-0744	102.66287	married	2.87936	6.89950	6.20331	0.00000	33.06930	92.45958	5.03082	5.21160	5.41671	6.32342	6.33933	no
1600	60.04178	Julie Thompson	316-63-3751	58.51547	married	2.19256	4.64979	6.83198	0.00000	62.18582	63.15812	9.24001	3.08413	8.13846	5.05371	7.93236	no
1601	47.20680	Jaclyn Luna	143-10-1959	96.12312	single	2.51004	5.73423	5.20472	1.00000	59.36220	79.92229	8.41881	5.30472	6.57076	5.61396	5.84890	no
1602	55.48547	Christopher Gates	583-97-3896	119.81826	nop	4.93841	5.11721	6.87951	1.00000	49.66029	56.46129	3.86683	7.83729	8.69338	7.76165	7.43044	Y
1603	57.34304	Terri Nash	288-98-8622	62.33269	divoced	3.76539	5.37732	5.54135	1.00000	54.08371	83.24007	6.22339	7.45060	7.33765	6.33989	6.91642	Y
1604	44.50532	Stephanie Walker	085-94-1846	100.14766	separated	2.45251	6.81522	7.48989	1.00000	42.90856	81.11282	6.19132	7.16266	6.28483	6.62969	6.45175	no
1605	71.27135	Emily Benitez	425-30-7781	98.20471	single	2.07626	6.86858	6.59160	1.00000	69.72740	59.49706	8.35373	4.02674	8.13417	4.91065	6.47460	no
1606	42.41084	Catherine Taylor	058-80-8044	79.40727	divoced	2.72569	4.69761	4.68030	1.00000	50.96027	11.52913	6.27939	4.99507	8.56130	3.55172	5.25039	N
1607	40.18994	Susan Morris	275-85-8362	69.88250	separated	2.21026	8.41966	8.15354	1.00000	69.69861	16.98695	6.41463	4.55825	8.86600	2.39947	7.76828	Y
1608	78.17017	Katherine Garza	264-88-3848	47.64993	single	1.25537	6.87969	6.78688	0.00000	40.54010	83.67282	5.18080	4.43460	7.20698	5.92194	6.57944	Y
1609	43.41910	Brittany Chan	260-05-4344	51.31207	widowed	1.97638	5.22709	5.96531	0.00000	71.00555	71.49413	4.38919	4.16102	8.00827	5.38954	6.17321	no
1610	52.55776	Daniel Poole	077-16-2749	157.43714	separated	1.58446	7.52988	7.68628	0.00000	72.35928	61.65073	4.04963	4.21565		4.93198	6.15514	Y
1611	63.17255	Edward Chavez	114-26-0383	35.68760	widowed	2.56239	6.14850	9.23682	0.00000	35.70749	79.03454	6.67694	6.59464	8.16307	7.04719	6.42977	no
1612	53.87120	Kimberly Mercer PhD	615-23-7993	66.89614	widowed	3.51976	5.98961	6.15785	0.00000	37.93169	24.60069	5.57607	7.55694	7.56917	3.80622	6.68573	Y
1613	53.19019	Jessica Rodriguez MD	464-49-0654	46.03366	single	1.54216	5.74249	6.79737	0.00000	48.13125	69.88601	3.07137	2.49101	5.35940	7.24465	5.54338	no
1614	58.13506	Keith Tran	321-18-8629	66.68970	married	1.97769	7.31050	6.96972	1.00000	44.15267	82.44328	4.13211	6.36170	7.60355	6.70726	4.66281	yes
1615	34.77343	Richard Flores	830-45-4509	97.23890	single	3.98738	6.99821	6.41932	1.00000	55.92886	41.70380	3.89549	7.88932	8.40337	8.06255	6.18071	N
1616	59.07601	Matthew Gomez	795-35-5947	115.41859	married	1.89632	5.62835	6.01057	1.00000	46.01206	82.12455	7.11125	5.85843	7.05629	5.72011	5.52630	no
1617	56.91324	Amanda Castillo	648-74-3962	92.86778	single	3.16315	4.95983	4.85245	1.00000	48.08409	40.55690	7.95530	4.54568	7.70726	4.25987	6.28361	no
1618	30.96472	Anthony Cook	407-86-5890	43.37231	divoced	1.68578	7.06250	7.16458	1.00000	47.30291	78.66668	7.85588	6.00750	6.66903	6.34405	6.02952	yes
1619	51.15685	Jessica Allen	706-89-0736	84.74943	married	2.28257	7.87587	5.57118	1.00000	63.34529	87.82067	4.85256	5.96713	7.15679	5.98831	6.72156	yes
1620	62.55392	Andrea Conway	583-55-8113	52.91491	separated	4.83360	7.64550	6.81524	1.00000	46.76203	50.18799	5.85219	8.27561	7.52921	7.77796	6.33495	no
1621	56.25863	Justin Hogan	593-51-1898	84.71457	divoced	2.55197	5.64218	7.28507	0.00000	63.78778	82.50542	6.75256	6.26708	6.21538	5.67641	6.50053	no
1622	54.54893	Mary Preston	409-60-0575	46.46359	single	1.51805	6.74168	9.30568	1.00000	61.08917	75.43490	5.88123	5.46703	6.37470	5.28294	5.39803	no
1623	43.77693	Donald Harrison	389-04-3377	-1.26293	married	1.38066	6.47328	6.22801	0.00000	47.42445	55.62683	3.99514	4.16551	8.35285	4.81599	6.95811	yes
1624	65.73415	Nancy Bowman	881-33-9977	55.30988	separated	1.71302	7.19066	6.14491	1.00000	45.90174	87.55822	8.57778	4.34618	7.06271	6.06427	6.68190	no
1625	62.56995	Dr. Laura Zimmerman	820-99-5437	33.48863	separated	2.58841	6.81011	6.95626	0.00000	34.47470	81.16691	5.73955	4.97550	6.68710	5.78724	6.30148	no
1626	45.04064	Veronica Sparks	738-69-4370	140.60560	divoced	0.88354	7.01034	6.43711	0.00000	27.84263	7.84618	2.58115	3.53352	9.84333	3.41202	5.35173	no
1627	28.82992	Natasha Martinez	416-65-5208	21.78472	married	2.32919	7.21061	6.08037	0.00000	35.42459	85.49931	5.51734	5.77791	6.71559	6.77831	4.47555	Y
1628	68.97199	Morgan Garcia	023-70-5793	35.17927	separated	1.88023	5.97967	7.55896	0.00000	53.39267	74.31178	4.69685	4.39928	5.99645	6.74498	6.28479	no
1629	54.88874	Mary Bonilla	289-11-3313	61.80856	married	1.21956	6.83236	5.92540	0.00000	52.68330	67.45877	4.55413	3.97878	7.59900	5.39105	5.35937	Y
1630	53.13665	Andrew Blair	678-25-5101	178.87196	separated	2.23990	7.14041	5.92596	0.00000	53.63747	12.51572	4.82560	5.11464	10.82427	9.57293	7.23295	no
1631	58.98958	Austin Potter	819-32-6676	92.83045	single	12.51885	6.61508	5.97312	1.00000	39.65663	11.03457	5.89685	9.33725	7.60082	9.20028	5.35048	yes
1632	45.35822	Robert Gonzalez	601-54-7470	59.90301	single	2.30384	6.53260	5.21865	0.00000	54.37042	74.51241	4.97004	4.97172	7.16933	7.34907	6.45966	Y
1633	49.64533	Jillian Bailey	413-74-6156	89.11933	widowed	9.20113	5.52375	5.29369	1.00000	55.51962	10.78556	4.02106	9.04778	8.27282	9.80798	6.27653	no
1634	56.64138	Victor Rogers	618-46-9069	119.01750	divoced	2.41480	6.21356	5.21617	0.00000	19.05430	86.78305	5.98337	5.95298	6.28155	6.16717	5.28665	no
1635	30.13136	Sabrina Obrien	185-01-9739	94.33456	single	2.00721	6.75297	6.43333	1.00000	52.87042	66.78073	4.26201	5.48731	7.62085	5.23552	6.47367	Y
1636	54.66268	Dr. Sarah Henderson MD	166-15-2225	-8.34659	single	2.54990	6.50285	5.15367	1.00000	56.85014	89.38219	3.76579	5.94168	7.77735	6.30817	7.45391	yes
1637	57.23021	Patricia Williams	074-16-1859	80.98202	single	1.93168	5.03486	6.93234	1.00000	35.16734	77.52444	6.80018	5.35537	7.48148	5.71422	5.70723	no
1638	47.10459	Roger Chung	313-62-2032	52.37255	single	6.07371	5.82002	5.65425	1.00000	46.69863	25.95489	7.01950	8.46427	6.04306	8.66535	7.70332	no
1639	35.08761	David Collins	770-91-9542	99.40850	divoced	3.14989	7.75249	7.39812	1.00000	46.51204	77.87225	6.28038	7.64670	7.06635	7.04243	6.93309	no
1640	22.18931	James Nguyen	260-52-2924	108.90043	divoced	12.80421	6.06946	5.26188	1.00000	33.40337	14.66691	5.15425	9.42291	8.08257	9.38462	5.35795	Y
1641	41.86209	Helen Calderon	087-92-6167	129.98490	separated	1.79958	7.26869	5.69845	0.00000	57.12690	73.63904	4.77886	4.76655	8.10797	5.52286	5.46377	no
1642	53.98563	Mark Hughes	026-96-0079	61.63917	married	1.98444	6.57999	6.86033	1.00000	45.11090	80.90060	7.65544	4.74026	7.67574	5.55559	6.61688	yes
1643	49.57074	Daniel Gaines	442-09-8359	68.98948	divoced	12.52861	6.74086	5.52189	1.00000	35.70677	12.09545	7.27140	9.32363	6.40936	9.11041	6.08407	no
1644	32.64263	Alyssa Scott	047-75-2216	44.33733	married	2.33211	5.83493	4.34016	1.00000	44.30863	37.49542	7.67555	3.98604	8.25875	4.37453	7.81355	Y
1645	69.40176	Danielle Snow MD	462-05-1430	72.72340	married	1.61468	3.28448	6.16958	1.00000	43.10200	17.76950	6.43156	6.43237	7.17650	3.97825	5.79681	no
1646	54.45059	Gary Douglas	202-49-3561	83.54533	divoced	2.20890	7.20361	7.14234	1.00000	30.73917	25.25442	6.32684	5.76642	8.29601	4.07717	6.02740	no
1647	37.12305	Christopher Peters	072-84-1766	64.19399	divoced	2.13937	5.64336	4.96880	1.00000	44.02586	78.88292	7.35227	5.54215	7.46935	5.61241	5.83978	no
1648	39.10556	Donna King	376-13-9371	4.92559	widowed	2.17319	6.93483	4.95191	1.00000	62.75063	82.72593	5.37104	5.74022	6.25784	6.15746	6.79567	N
1649	73.62962	Stephanie Becker	856-48-0921	7.21665	single	2.52330	6.99770	7.78015	1.00000	44.82345	27.34701	8.33029	3.90683	7.94598	4.22511	7.70798	no
1650	65.09583	Shawn Nichols	117-89-4530	96.86869	married	1.12966	5.84310	7.92066	1.00000	54.93844	28.46957	8.69418	3.17904	8.59938	4.26146	5.03715	Y
1651	41.54219	Jennifer Wiggins	400-08-5330	48.34010	married	4.15921	7.45642	7.62678	1.00000	52.99645	53.40485	6.22616	7.86592	6.73133	7.78560	6.22089	no
1652	37.41254	Kelly Randolph	749-62-7239	31.07634	divoced	2.40198	5.30762	7.73807	1.00000	57.19165	82.22742	4.67978	3.84185	6.62125	6.82880	7.39708	no
1653	50.72900	Bradley Greer	640-66-6170	9.86915	widowed	2.54069	5.27330	5.34014	1.00000	36.80879	72.09693	6.62902	6.48916	6.03475	5.31706	4.86270	no
1654	26.46375	Pamela Chavez	216-32-6490	57.16074	separated	2.33492	7.89371	6.30867	1.00000	30.39250	44.62850	7.63158	4.42720	7.68488	4.44555	5.69816	Y
1655	52.42348	Mr. Gary Valdez	894-35-6207	112.85951	married	1.92386	5.97572	6.92529	0.00000	62.69964	83.34771	4.02837	3.75333	5.07709	6.47665	6.07955	no
1656	52.00653	Marie Chung	498-03-5064	54.24817	separated	2.23289	6.88760	7.24786	0.00000	54.06886	82.33194	5.13737	5.12025	7.43231	5.37409	5.58985	Y
1657	31.92933	Jessica Brewer	337-11-0508	152.55334	single	2.26938	5.72234	6.45447	1.00000	45.10119	51.57930	5.98642	6.27790	7.28322	4.80885	7.04277	yes
1658	53.30739	Peter Farmer	829-48-7476	17.29970	divoced	14.98877	5.04148	8.82155	0.00000	42.04113	86.08867	8.89707	9.61786	8.56166	6.17226	6.82782	no
1659	14.08645	William White	516-75-5600	25.75479	married	1.32047	4.40814	6.18895	1.00000	55.84587	80.54528	5.16791	5.26811	6.52949	5.40671	6.57893	no
1660	72.02639	Robert Cardenas	303-82-4630	65.86600	single	3.00471	6.93798	7.09810	0.00000	38.93698	14.11978	4.13213	6.75386	8.93081	2.53132	6.62486	yes
1661	68.74848	Mary Lindsey	203-78-8205	123.28874	married	1.52735	5.95461	5.54148	1.00000	59.07457	88.98648	8.03920	4.35192	8.28527	6.04170	5.04348	no
1662	54.97054	Sean Mcintosh	258-05-1137	100.97708	nop	3.54549	7.06258	5.90569	1.00000	18.20644	63.56547	5.11573	7.82379	7.79893	7.62388	7.09837	no
1663	48.08808	Carla Walker	807-24-0012	90.37515	married	2.82750	6.70513	7.13494	1.00000	56.25572	81.22600	8.24347	5.09152	6.40768	6.77149	5.00640	yes
